,id,text
5287,0e1346f6670780ac,"""

 Warning 

I am just here to say that bias you have against me is plainly obvious, and I am asking you kindly to back off, as I am starting to get annoyed. I am starting to think that you see my username and instinctively hit revert. You pretty much admitted this in your reversion of the 1965 Palm Sunday article. If you would simply do some basic fact checking, this could all be avoided

My change to """"Lacon, IL"""" was sourced via Grazulis, and you obviously reverted because you saw my username, and didn't even check or research the validity of my edit. I would bet money that if any other user made that edit, you wouldn't have reverted it. If you have this idea that I make willy-nilly edits with no basis, then you are mistaken. I dig through hours online resources, old newspaper archives, books, and pdf documents to find my information. I take pride in providing valuable, detailed, and verifiable info on historical tornadic events. Seeing the reversion of all this work is frustrating to say the least. All I ask is for you to trust me a little more, and actually READ the sources and information provided.
  Sharkguy05"""
85310,e42e1e609198788e,you suck alot of dick
142981,fc95cf59b389ce91,"""

@POD. So where is YOUR reliable source for only twelve constellations? Here's what Wikipedia has to say, """"Taking the current constellation boundaries as defined in 1930 by the International Astronomical Union, the ecliptic itself passes through an additional thirteenth constellation, Ophiuchus, situated between Scorpius and Sagittarius."""" I am responding to your harassment, deceitfulness and hatefulness since I first appeared here. So do I risk another block by expressing myself, honestly. Hmmmmm. Yea, might as well, since I'm outta here anyway. You are a hypocritical piece of shhhitt! ~M~ """
105700,358f51c79deaf37e,"Question 

Are you going to put the images back on the page, if there isn't any more suck puppetry?"
135729,d5dc6f772e995cf4,"""
Is that anything like saying, """"The hypothesis on Global Warming doesn't have any significant scientific support?""""  I'm not saying it doesn't, but it's wrong for you to suggest that there's no scientific support against anthropogenic GW, the same as saying there was no scientific support for global cooling then.  Perhaps the reason there is so much more support for GW than global cooling in the 70's is that information and studies are so much more available these days.  Maybe the reason GW is such a big deal now is because places like MySpace and MTV make it so much more marketable.  Personally, I see a lot of hype and not a lot of proof.  """
65108,ae32f2d04be3ab13,Uh-oh... I better make sure all the doors are locked.66.177.73.86
110206,4d7e4e764eb1a697,UPDATE: A great action from the administrator  for deleting the trait areas from all the astrological signs in Wikipedia. It is better this way since most traits were lies and just personal opinions.
76687,cd62283cfe430f72,"SWOT analysis 

This source – Align Technology, Inc. SWOT Analysis. (2013). 1-8. – is used 11 times, with no indication of how to find it or whether it's a primary source (I assume it is), so I'm going to remove anything sourced to it. Leaving this note in case there are objections.  (talk)"
1479,03f3dec5d5e9d381,"""

-———————————————————————————————————————————————————————————-

Suck my dick. Thank you.   —talk/hist """
102218,2302923e708c12f0,", so do us all a favour and just fuck off instead, hahaha"
3213,08acc5d9d599b41c,"Mark. Your semen is not viable. Were you to procreate, the children would be homosexuals. Do no procreate Mark, enough is enough."
2689,073b16dcd47073b2,"Why don't the Wiki fascists leave my edits alone as the increase th eknwoledge base which is the basic idea of Wiki?
If my edit upsets someone's preciousness that is a problem for Wiki to address as otherwise Wiki = Hitlerism.
My Manifest determination was deleted by the homosexual clique at CAMH so that is acceptable to Wiki?
My previous edit of Liquorice poisoning deleted by the prissy original post but he incorporated my edit which is a bit deeitful isn't it? Is that the essence of Wikiism?"
48112,808ec24aa9c5c588,"YOU SUCK 

YOU SUCK AND YOU KNOW WHAT YOU SUCK DON'T YOU"
141791,f696408a317a7fe4,"why you are a bastard 

I hope your dog dies."
63147,a8f79449b409a5ce,"This article seems highly complimentary to the point of sounding like a CV. I am not familiar with the individual or the field, but it seems like there may be an NPOV issue."
98635,0f9b709fc32f9499,"""

The Gygax reference is a positive reference, I think.  Are you saying he should have said mid-to-late or late instead?  The dragon mag stuff is less positive.  How about just saying 1976 and getting rid of the mid?
It sounds like MA and Gamma World are kinda interchangeable in some people's minds.  Maybe that's what Schick meant?  How about """"While D&D; is a fantasy roleplaying game, Expedition to the Barrier Peaks introduces science fiction elements into the game, and according to author Lawrence Schick, elements specifically from the Gamma World role-playing game."""" -   (contribs) """
131893,c1c22a233e1c91fc,"you bitchass trick

your fat ass is full of dogshit,

commie loving, lying, bastardo chink."
48916,82c6ce37fe4da04d,"""THIS YOUTUBE ACCOUNT IS THE ONLY REAL GOLDENTONY111 ACCOUNT. A MORONIC TROLL HAS SET UP ACCOUNTS ON THE WEB WITH MY USERNAME & FALSE IDS, WHICH AREN'T ME BUT A CHILDISH ATTEMPT TO INTIMIDATE ME WITH SLURS & A FAKE PHOTO. CHECK JOIN DATE; 2006 NOT 2011. HE IS CURRENTLY UNDER INVESTIGATION & SO WORRIED ABOUT IT HE IS CREATING ACCOUNTS ASKING IF HE COULD BE IN TROUBLE. HE IS. THE ONLY REAL GOLDENTONY111/112 ACCOUNTS ARE ON HERE.

Some of these uploads are music, some are comedy, some are anti BNP/EDL. None are espousing a particular movement, political group or ideology. However, due to the fact that I espouse equality and fairness & am opposed to unwarranted victimisation, oppression of minorities, hatred and ignorance it seems that certain users like to think of it as a soapbox to spew their racist, misogynistic, homophobic, xenophobic and hate-filled gibberish....the BNPers, of course, are guilty of all the aforementioned.

Apparently my decision not to allow comments that are basically spam, lazy insults, illiterate ramblings and screeching from morons who don't listen (but just use the channel as their own forum) means I am anti free speech. I don't think our ancestors fought against fascism and for the right for freedom of speech to have hate-filled knuckle draggers abuse that by screeching hate-filled drivel bereft of facts, decency or, indeed, a point.

I do actively encourage freedom of speech for all, quite often letting idiots speak makes them look far more idiotic than I ever could hope. There is a difference between debate and spamming, insulting, not listening and preaching though.

I'm happy to debate, but a debate consists of two sides discussing their views, not one shouting and refusing to listen to anyone else. It is my channel and I have the right not to allow trolls, clones, neo Nazis, racists, haters and all round ne'er do wells the right to puke bile all over it....this is not suppression of freedom of speech and if anyone cares to look back through my channel they will see I actively encourage debate, but also see how so many choose to eschew debate in favour of:
1. Attempting to belittle, hurl abuse and calling me UAF/Marxist/far left/rapist/paedophile with absolutely no basis (libelous in reality).
2. Personal insults, accusing me of being a foreigner, bringing my family into it (they love a """"mum"""" insult) and accusing me of being several users because they can't believe more than one person can disagree.
3. Misquoting, paraphrasing and cherry picking """"research"""" from questionable sources and only ever """"research"""" or accept sources that back up their own beliefs.
4. Lying, accusing me of acts I haven't done and claiming they have """"won"""" the argument when they have ignored the points I raised and just harped on and on.
5. Cloning my account on here and also using my username on far right forums. They have cloned me numerous times.
6. Waffling on about being deprived of freedom of speech (to make insults and allow no right to reply by blocking me from their channels)

Basically, these goons make up a tiny minority of incredibly arrogant, ignorant, spiteful, indecent, amoral, borderline illiterate joy sappers; BNP, EDL, neo Nazis, Islamophobes, extremists, KKK, you name it. THEY are what is wrong with the world and they are what is trying to stop us evolving; their motivation is hatred and ignorance....proven by their labelling of everyone who disagrees with them as communists, UAF, Marxists and Liberals (and more unbelievably fascists?!?) with no basis. Of course, they are just lazy epithets to group the majority into one category when their opposition is made up of a multitude of individuals from left to right, of different coloured skin and beliefs, sexualities, classes, background etc....the majority basically.

Youtube grants these guttersnipes the anonymity to parade their ignorance and disgusting ideals and appear to be a larger group than they are. They are fooling themselves though, they will always be a minority of failures who blame their own failure in life on everyone but themselves. Ironically, our ancestors who fought for every freedom they treasure now are having it spat back in their face with every ill informed, erroneous, indecent and anti educational rant these idiots post.

I encourage debate, NOT bickering, childish playground taunts or interminable clowns on their soapbox refusing to listen to others. It is still possible to get a viewpoint across without resorting to actions a 5 year old would sneer at.

These types are incredibly easy to expose for what they are, they do half the job themselves and not one of them has yet """"defeated"""" me or shut me up. Not only do I have the majority on my side but also facts and common sense.....they have none of this. I don't proclaim to be intelligent, but I certainly have the majority of int"
66282,b152d3712b184fc7,"Uplink? 

There seems to be something missing here.  I quote from Private VLANPrivate VLAN:
The uplink will typically be a port (or link aggregation group) connected to a router, firewall, server, provider network, or similar central resource.

This definition doesn't seem to be covering that usage at all. -"
106987,3c0c6f6a228216e0,"Freeview controversy
Can someone please wright something about the freeview campaign or about how the tiny budget of £14m is compleatly inadequit for a channel that gets 600,000 viewers a week more than ten times the amount of scottish gaelic speakers in scotland and because it isnt on freeview it is only availbe to roughly a third of scots (i can site references).

This is extremly unfair of the BBC to deny this channel to the freeview audience but at the end of the day the BBC only care about england i guess.
Ps: i dont expect anything to be written on the article about the BBC (*COUGH* EBC) being bias."
28307,4af15f07283364b1,PTPTPTHTPHTHPTHHHHHHH!!!!!!!!!!!!!!!!!! (fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart)(fart) nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis nipple penis ftang ftang Oxymoron penis drippy drip self fellatio shaved scrotolicious bumble dork
40804,6cdd8c1cca04bc47,Hi.  Please don't use this site as a social network.  Thanks.
130543,ba5ac53196978e3c,"""

 Thank you. 

Thanks for usurp for me. I really appreciate it.

Have a good day!  (Chinese: 銀羊) """
57779,9aa1f7cd52019270,"why are you so miserable  

and keep blocking people.  You are a control freak"
106080,378cf8603ddf7817,"""

 Good work 

  The Tireless Contributor Barnstar Excellent job with your work on United States Senate Democratic primary election in Pennsylvania, 2010. Continue the good work!  """
100139,18003369687cfebf,"Fanatics on Wikipedia
Do you dispute the factual accuracy of the the appraisal?  If so, delete my comments and sanction me. I am tired of the bullshit. Admins who favor proceess over morality and facts make me sick."
30235,504511547f253ed6,FUCKING WANKER. FUCK OFF BEFORE I COME AND LEAVE U 6FT UNDER
103029,27678ae1d955a080,"What??!!! How dare you call me a bloody vandal! Just because I don't spend half my life on the internet doesn't mean I can't read and write, and as far as I know anyone can write on Wikipedia as long as its true, referenced and makes a better article. If I'm a vandal, then why the hell did the last guy who throws that word around a bit too easily say sorry after seeing that I wasn't a vandal? I get very cross when people say Yanks are closed-minded because some of my good mates are from the States, but you sir are a tired old cliche. If you think bears attacking people are a joke, then maybe that's cos I'm an Aussie and here we take animal attacks pretty seriously, like after the poor bugger Steve Irwin passed away. So have some bloody manners, for goodness sake! You just ruined my afternoon!"
22677,3be59198848a8906,"Interesting section, but as is usual for the English language Wiki it's americo-centric. Some of my favourite reviews are not from american reviewers, but as far as this article is concerned they don't even exist. Disappointing."
14738,26e759b64669d0a3,It does and it makes utterly no sense and keeps referring to statute law which is pointless in an article about COMMON LAW assault... the whole article needs deleting and starting from scratch94.168.204.89
108685,4515bfdabd0e2795,"In respect to , the conflict was not about Pulse Radio as much as it was about the manner in which it was posted. The host of the show posted it and it was way too promotional! It needed to be written on the sandbox, than approved to the page. Nothing more. removing the undos of Wiki Admins didn't help the matter much either. I would like to see Pulse Radio establish more syndication before it could be considered as notable as a Pastor Bob, HM Podcast or Full Armor of God Broadcast, but surely if the edit is re-written and than submitted properly, I see no reason why it couldn't possibly be added in the future, But this EDIT WARING was NOT the way to handle it.   

In all due respect to  I think you are completely out of order in removing anything without discussion, just as much as anyone who added anything without dicussion. I have a good mind to undo your last edit, but I do not wish to add anymore fuel to this fire. I gave my word to submit to  and the general consensus of the Christian Metal editors."
101657,2008e35b988e4df4,"""

 Please do not vandalize pages, as you did with this edit to Nail. If you continue to do so, you will be blocked from editing.  gabsadds """
53542,8f290a730b6c4a40,"you wanna know what I think tony? 

and yeh

go ahed n label this az Iamandrewrice

it wil only make me laugh at ur ignorance even mor

ur just a homofobe yeh blatez!

'sup blud?

shor mayte!

wanna no wot the prob iz with u?

u need 2 f'in get a lyf mayt!

get a gf!

get a bf!

but for f's sake!

dont take out ur ugliness on other peeps!

f yeah!

ryte then,

a'm off ter vandalize now

blatez lolz

yeh babe!"
134105,cd339e4911c8dd72,Oh no you don't. F&CK;!
126312,a38bc16b6bd17501,"Bye ==
I have a small penis and i like when people touch it .. My gay fathers like it too when we upload it on youtube.com )"
148164,47d8910c9103422c,"Thanks for replying back. 173.50.64.195 has been driving me nuts and probably s/he is putting false information on the page. Therefore, I requested a page protection for the List of programs broadcast by Qubo page for vandalism and putting future tv shows in which it has not happened yet."
72055,c0e5df91992b92a5,"I don't think I'd like to be on ArbCom. That might change someday, but right now its definitely not something I would want to do. Thanks for the vote of confidence all the same )"
21212,37f1bef33add9ce9,Go fuck yourself you fucking dick go rot in hell piece of crap your mother is a whore
91766,f5528e4f930153c2,"Tachfin, I think you are an ignorant, a liar or you are not interesting in tell the true about administratives language in the Sahrawi Arab Democratic because you are a sick moroccan, you like or you don´t like the Spanish is the second language of the Sahrawi Arab Democratic Republic, and it is the second administrative language, what it means that Spanish it not native language of SADR, i tell you that one language doesn´t need to be native, to be spoken, official or administrative language of one nation, i give now some of the official page of the Sahrawi Arab Democratic Republic in Spanish Language, there are more, but i not going to lose more time with you, go to the school to learning:
 [2] (Polisario - Official site) (Only in Spanish)
 RASD TV  (official TV channel) ( In Spanish and Arabic )
 SADR National Radio  (official radio channel) ( In Spanish and Arabic )
 Sahara salud  (dependency of the Health ministry of the SADR) (Only in Spanish)
 Economic development ministry of the SADR ( In Spanish and Arabic )
 [3] (Saharaui magazine)( In Spanish and Arabic )
 [4] (Sahara film Festival)(Only in Spanish)
 
If you need more information about the Spanish Language in the Sahrawi Arab Democratic Republic, i can give you more."
88624,ed174eccf43cb8c6,"I don’t know how a statement of consensus needs to be written or supported, so I recommend this one:
Following an editing war in October of 2009, a consensus has been found that Barnard degrees are awarded by the Trustees of Columbia University, and that its students are members of the Columbia community, as described in the Barnard Columbia Affiliation Agreement.
Best,"
65638,af981cb53959894f,"roadworks on south wigston services 47/48/49A/85  

as of sunday 12th december services 47/48/49A/85 will be revised.

routes 47/48 will operate to a revised timetable

route 49A will return to its normal route of south wigston but will terminate outside the doctors surgery instead of the pharmacy

route 85 will operate along lansdowne grove then blaby road and terminating outside the pharmacy.

(source: posters about the changes are posted at all bus stops in the south wigston area these changes are timed with the completion of the roadworks)

82.132.138.156"
148199,4873f24af8928f39,"Oh BedWetter... please stop your furious back-pedalling. Strangely enough, it demeans you ... as well as anybody else who descends to your  dumb-ass level."
110851,510aedb6213131e0,"Re:  Six-Day War
Please do not keep undoing other people's edits without discussing them first. This is considered impolite and unproductive. If you continue, you may be blocked from editing Wikipedia under the three-revert rule, which states that nobody may revert an article to a previous version more than three times in 24 hours. (Note: this also means editing the page to reinsert an old edit. If the effect of your actions is to revert back, it qualifies as a revert.) Thank you."
151579,7f6c52d763badf29,"Ok, buddy! im rally getting pissed. i was going to donate 1k to wikipedia but now i think ill just go by some more stuff for me! you are being a real dick man! your deleting random articals TAGED with editing! you my frined are an ignorant ass!"
17290,2da4d787456fee73,ameriKKKans like to get their anusses raped
133974,cca0ea8f82280a05,"""

 Apologies... 

Apparently you aren't too fond of my most recent contribution, in which I referred to you as a """"cunt"""". This word was admittedly a touch too strong. I hereby downgrade my insult to the more apt 'douche sack'."""
98797,107e4d89badfebff,"Sorry? Poking? Baiting? What is this crap? I'm trying to have a serious conversation with Malleus that was rudely interrupted by a trigger-happy admin blocking Malleus mid-sentence. Malleus is perfectly capable of answering for himself here. I don't know who you're patronising more here with that. I'm getting the message that Malleus has no response to the obvious humiliation him editing that man's biography represents. Is humiliation or hurt a likely response to that, Malleus? If you do concede that, what makes it right for you to insult and humiliate him and edit his page? It's a serious, not a rhetorical, question. It's a moral question."
137973,e25979a288f32933,"""

Rudeness is two-fold. Kattie90, your very first comments were self-serving ones when you tried to assert that you were an Etruscologist. If it was just that, it would be kooky for a self-described """"grad student"""" to say that but in itself it would be tolerable. However you went far further by taking a stab at me by nitpicking about typos I and others occasionally make and then claiming that we are therefore """"embarrassments"""". 

This is without a doubt an obvious example of ad hominem and is against Wikipedia policies. Maybe you should look up Wiki policies before playing Wikipedia politics behind people's backs. 

Furthermore, on top of ad hominem attacks and petty politics, you're now filling up the article with nonsense (ie. excessive """"[citations needed]""""). If you were really here to contribute, you would provide bibliographic references of your own, as I have. I have provided the sources asked for concerning the Nethuns-*nepot link but when I delete the [citations needed] for that item, it gets reverted by a troll hiding by an anonymous IP. I do hope this IP is not you, Kattie90. 

Instead of being negative and bent on undermining others, either study more offline or provide useful information for people on these subjects. Your choice.
 """
10609,1c0158679f95deac,"Best Player in the NBA 

Rashard Lewis, if you don't agree fuck you."
39081,684782f3802bf225,"Surely what the problem is is that players had gotten used to compensating for the knuckling behaviour of old balls. The new ball knuckles in different ways, and so their old ways of compensating don't work as well any more. 86.138.29.96"
50338,86933b57d72e344a,"""

That's still wrong. Nobody knows who Stefani Joanne Angelina Germanotta is other than her mother, and Lady Gaga is the name her famous so that is appropriate, as is Madonna's since virtually no one would know her by her real name. However, in the case of real people and not stagenames, it seems inappropriate, certainly illiterate and uneducated to title an article by his nickname, especially when he is not generally known by that name. It is the same thing for New York U.S. Senator, """"Chuck Schumer"""" which is purely his advertising name, promoted by his marketing staff, since his name that he was known entirely by for most of his political career, and until very recently, was """"Charles"""". However, to humanize him, as """"Jim"""" Inhofe's staff has done with him for marketing purposes, rather than James for which the other 49 states and the international population know him as, is both misleading and essentially promoting informalism as an accepted format for an encyclopaedia. And informalism ought to be attributed to poor scholarship and simple, less educated work - not an excuse for poor workmanship...   """
51194,88f9931bbf26aed8,"Aflis Major Dick Head 

It is funny that you are creating a network of miss information and pushing gratuitous propaganda on wikipidea in benefit of the MPLA Communist Regime.

All I have to say Alfis, or who the fuck you may fucking be is that it is with communist pieces of shit like your self that the world is fucked up.

And by the way FUCK YOU COMMUNIST LOVER"
153084,9728bda122454406,u accuse me of that goodfellas thing again and i will hunt you down!
136792,dbc3e0fd611bca19,If you are a wikipedia admin who spends someone time banning people on wikipedia your a fucking cock sucker!!!
128431,aedbd676a6a199c3,"Hey man, I think you are cool. I loved it when you reported that idiot Dark-Hooded dufus. Anyway, should we be best friends here?User:Pic Business"
30737,51a5595956ded134,"hey
you know what fuck this, it takes to goddam long to do a good artical. fuck all of this im done with this wikipedia bullshit
fuck whoever created wikipedia im sorry for saying that that was my bad"
123980,9722046860b48237,I found the coords on the zhwiki and added them to the infobox. Cheers! -
114021,61f90793b7d2cf3b,r gay gay gay studius
117473,73a7f5987edee6bc,I just asked a few people at NK in Meah Shearim and each confirmed that it was written by his son.  | (talk)
65790,aff1072b2c2e723b,"Talk:Nigger 
 Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.   ☎"
89199,eea446d031eeb219,THIS IS EXACTLY WHAT IM TALKING ABOUT
153339,9b59557c62fab9f7,"OK
OK IT WAS A Joke. I have seen too many people bitching because the canon is female so i wanted to pull a prank"
122860,9136823c7ca9ee39,"yeah i didnt ask your opinion
the guys is a tool, he needs some shaking up."
76061,cb9ccbebf3baa950,Run and hide with censorship you dumb fuck!120.62.16.147
36172,60a851766f2e679c,"""

 Mainpage bolding 
Hi, Schutz, how 'ya doing ?  Mainpage bot is busted -)   (Talk) """
153663,a07539c160ce57e5,"How could the capital of Israel not be part of Israel, you fucking brainwashed Arab dumbass."
95112,fe45199199b7f392,"Can I ask, Sarah, did they have the support of the community when they were sanctioning people you didn't like? Or did they only lose it when they sanctioned someone you do?"
32165,5586285917c07904,REDIRECT Talk:Love Hurts (1991 film)
93956,fb3d5593a53226f4,"Sometimes all you need is three sentences to get a point accross, and for it to be constructive.  But you have your head stuck too far up your ass trying to defend Thoth.  Why dont you let him answer the question.  Besides, this is the talk page, you don't have to be neutral.  Also, why don't you get off your lazy ass and create a user name?"
89861,f0664fa58ab42adb,"why do you keep undoing my edits to my own entry on Wikipedia? My new novel Ivan the Terrible has just come out, you can check on Amazon, and you keep undoing it again. I really really do not understand, I thought Wikipedia was supposed to be open to all and I am trying to be accurate. I can only assume you are undoing my revisions out of malice
Christopher Hart, also writes as William Napier 
http://www.amazon.co.uk/Last-Crusaders-Ivan-Terrible/dp/1409105377/ref=sr_1_4?s=books&ie;=UTF8&qid;=1408713398&sr;=1-4&keywords;=ivan+the+terrible"
57542,99ea79c92e3e69f0,"I've done it, anyway."
61579,a4d78fc9e335afdc,"Hi 

ru:%D0%A3%D1%87%D0%B0%D1%81%D1%82%D0%BD%D0%B8%D0%BA:Alex Smotrov
You want a fuck or dick? whats problem?"
135139,d2d96f6433b46dde,"fuck you 

too bad ill turn my router on and off right after this edit, so i dont even have to fucking see your response and vandalise your page all over again...."
31877,54adfc656e522adc,We should include details on how Cyber police are known to use back-tracing and consequences which will never be the same.
64998,adeba78ea98bd2f5,Scarlet Johansson is only half Danish. Her other half is Jewish. Why is she in the infobox?
51479,89b8bee77b52795f,"Hello Dystopos,

Great job on the new British Ensign gallery.  It looks fantastic indeed.  This is the only true way to determine patterns of flag parentage, i.e., just line them up, and see what jumps out of the page at yaa.  You have done at great job, in my opinion.

Thanks alot eh, I didn't know about this Portugal Proposal, I've just leanred a new Flag Fact today.  Thanks a million!"
145748,21ad17491e8ffedf,"reverting my edits 

stop it you asscake

the thing with the bus really happened.

edit it if yiou want tom improve it but dont revert"
154637,b0ebd8dca00fd880,"Wikipedia in general

Honestly, you take this too seriously. It's just the fucking internet you twats. Getting all annoyed and faffing on with blocking and reverting edits and the like. Maintaining Wikipedia is a fucking joke."
60478,a1e2f503c024642d,"year after such claim or cause of action arose or be forever barred.

Choice of Law and Forum
Any dispute of any sort that might arise between you and CBC will be governed by the laws of the United States and of North Carolina, without regard to its principles of conflict of laws. You and CBC submit to the exclusive jurisdiction of the state and federal courts in the Eastern District of North Carolina.

Feedback
We welcome your questions or comments about this TOU and also welcome any suggestions you may have for improvement of our Services. Please send us your feedback.

Contact Us/Report Misconduct
For more information, or if you have questions about this TOU, please contact us via our Privacy Administrator.Â  Also, if you see behavior or communications on any of Services that you consider inappropriate or abusive, please let us know immediately."
25323,4305bf54356fac88,"not know to this day what
               Devil brought them into our country. We did not fetch them
               from Jerusalem!... Yes, we have and hold them captive, as I
               would like to keep my rheumatism, and all other diseases and
               misfortunes, who must wait as a poor servant, with money and
               property and everything I have! I wish they were in hell
               with the other Jews and whomsoever they would like to have
               with them."
40666,6c8b0d1824dc59d9,"I'm going to be bloody-minded and say no, in this case. I much prefer sticking to what basically is proper typography.  (talk • contribs)"
50681,8788189cf13cffe9,"""
I don't even mention the manuals. Why bring up that point? The manuals are talked about later in the article. Since WW2 is supported by the source. It says: """"Since its founding in 1946, the SOAnow located at Fort Benning in Georgia and renamed the Western Hemisphere Institute for Security Cooperationhas trained more than 60,000 Latin American soldiers in commando and psychological warfare, counterinsurgency techniques..."""" """
78863,d30add2ffb2439e8,2nd Unblock Request
80216,d6a2cd8e576d254f,"Mr. antisemitic, the world hates us and it is not new. Most of the media, most governments in most countries, most of the world really hate us. The reason that the world envies us that God gave us the Torah. And of course after the jealousy has hatred. And that's also why most Muslims hate us crazy. And so they are willing to commit suicide and most importantly try to hit us on the way. Even send their children to suicide bombing. Lol46.120.172.91"
68112,b633a676db053f75,I'll kick the shit out of you ya cunt
14701,26cbbcc858cd07df,"""

Hi, you just made a false claim in an edit summary for cdrtools: You claimed that """"cdrkit"""" was created in 2006. This is not correct. The Debian initiated fork was created in May 2004 and later (on my request) it was just renamed to """"cdrkit"""". All the Debian initiated bugs in the fork from 2004 appear in what was later called """"cdrkit"""", so this is obviously the fork from 2004 that was created because Debian wanted to ship a broken variant from cdrtools after their related patch was rejected for quality reasons.   """
129007,b1e1a90ae581bc7c,"Just sock it for a while! 

Just take a step back for a while. Either start a new account or use your sock for a while. It will all blow over soon enough."
6903,126ab532133d26c8,"""

Sorry!  Meant to say """"Go fuck yourself you Asperger's riddled freak for accusing me of destructive edits I had nothing to do with."""""""
119242,7d7411026d63db1f,"""

Thanks, Bish, but I won't see them. The latest pseudo-innocent machinating at ANI is the last straw. I've deliberated ignore it for days and when I come back to make a closing statement, she's straight in there with fabrications again. I've no idea how much long the project will put up with the """"playing dumb"""" act, especially through strategies such as multiple refactors of messages. Plenty of people realise that there is a problem and that it really isn't me but until the community wakes up and does some about it, I'm gone. You've just lost a 75% articlespace contributor to a 70% non-articlespace crapstirrer. Mail me when the community comes to its senses, please. And if it doesn't then I don't want to be a part of it anyway. I'm here to build and improve content, not create a utopia. -   """
89504,ef68004aad301d7f,"Which one 

New Orleans, as you know is a crackhead infested s hit hole  full of losers a"
91773,f5564ddcfb2e1220,"I don't wonder at all, and many have agreed that it doesn't belong here. That is why I've respectfully removed your edit. There is a link to the proper place for sex ed on wikipedia."
